text,category,category_id,thumb_cmc_pitch,thumb_cmc_yaw,index_mcp_pitch,middle_mcp_pitch,pinky_mcp_pitch,ring_mcp_pitch
拇指尖紧贴食指腹部，做捻盐的手感动作。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指尖和食指腹部相贴，像在温和地揉搓一撮盐。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指尖顶在食指腹上，进行细致的搓捻动作，像处理盐粒。,Precision_Pinch_2,8,97,81,118,250,250,250
将拇指尖靠在食指腹部，仿佛捻拈一撮盐粒。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指尖对着食指腹，做搓揉盐粒的微小动作。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指尖与食指腹贴合，像是在轻轻地搓捻一撮盐。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指尖触碰食指腹部，呈现出搓揉盐粒的细微动作。,Precision_Pinch_2,8,97,81,118,250,250,250
拇指侧向压在弯曲的食指侧边，模拟扣动打火机。,Precision_Lateral,11,78,255,85,84,83,81
目标是完成点火动作，保持已经弯曲的食指与拇指接触以模仿扣动点火的状态。,Precision_Lateral,11,78,255,85,84,83,81
拇指靠在食指弯曲侧的边缘处，收紧并按下，完成扣动点火的动作姿态。,Precision_Lateral,11,78,255,85,84,83,81
将拇指放在食指侧边，保持弯曲的食指，同时模拟扣下点火的过程。,Precision_Lateral,11,78,255,85,84,83,81
让拇指贴在弯曲的食指侧面，固定抓握动作，然后执行扣动点火的姿势。,Precision_Lateral,11,78,255,85,84,83,81
用拇指抵在食指的侧边，食指保持弯曲，完成点火的触发动作。,Precision_Lateral,11,78,255,85,84,83,81
拇指置于食指侧缘，食指保持弯曲，进行像点火器扣动一样的持续动作。,Precision_Lateral,11,78,255,85,84,83,81
把拇指放在食指弯曲侧边，保持姿态，执行扣动点火的机械手指配合。,Precision_Lateral,11,78,255,85,84,83,81
以拇指贴压在食指侧面为主线，食指维持弯曲，完成点火动作的触发姿态。,Precision_Lateral,11,78,255,85,84,83,81
拇指压在弯曲的食指侧边，模拟点火扣动的连贯动作。,Precision_Lateral,11,78,255,85,84,83,81
拇指抵在食指的侧面，食指保持弯曲，执行扣动点火的任务形态。,Precision_Lateral,11,78,255,85,84,83,81
将所有手指的指尖向大拇指靠拢，但不完全碰到。,Extent_Half,3,106,4,110,123,122,123
将所有手指的指尖向拇指方向靠拢，但不要完全接触。,Extent_Half,3,106,4,110,123,122,123
让五根手指尖朝拇指方向挪动，保持未接触的状态。,Extent_Half,3,106,4,110,123,122,123
把指尖往拇指方向聚拢，距离略有落差，不要碰到。,Extent_Half,3,106,4,110,123,122,123
用拇指指尖引导其他指尖向其方向靠近，但保持微妙的间距。,Extent_Half,3,106,4,110,123,122,123
让所有手指尖向拇指靠拢的方向移动，避免形成接触。,Extent_Half,3,106,4,110,123,122,123
指尖朝向拇指聚拢，但留出一点点空隙，不要碰触。,Extent_Half,3,106,4,110,123,122,123
五指尖头向拇指方向靠拢，仍保持未触碰的距离。,Extent_Half,3,106,4,110,123,122,123
将指尖集中向拇指方向，但保持未完全触碰的状态。,Extent_Half,3,106,4,110,123,122,123
让指尖逐步靠近拇指，但不让它们最终相触。,Extent_Half,3,106,4,110,123,122,123
把所有指尖朝拇指拉近，保持微妙的距离，未达成碰触。,Extent_Half,3,106,4,110,123,122,123
拇指和中指死死捏住，食指伸直指向上方。,Single_Middle,10,97,0,250,117,250,250
目标是夹住目标物体，保持稳定的夹持力，不涉及具体手指细分的动作。,Single_Middle,10,97,0,250,117,250,250
确保抓取状态完成，物体保持在可控抓握状态即可。,Single_Middle,10,97,0,250,117,250,250
只需达到抓取目标的状态，不必描述指尖的具体姿态或力的方向。,Single_Middle,10,97,0,250,117,250,250
保持对目标物体的稳定掌控，确保其不易滑动，完成抓取即可。,Single_Middle,10,97,0,250,117,250,250
任务是实现稳固的抓取状态，物体在手中被牢牢固定。,Single_Middle,10,97,0,250,117,250,250
完成抓取目标的状态要求，但不强调具体指尖动作的细节。,Single_Middle,10,97,0,250,117,250,250
食指、拇指以外的手指保持未弯曲或无关紧要的动作，不描述具体弯曲细节。,Single_Middle,10,97,0,250,117,250,250
指示为实现对目标的稳定夹持，明确指出要紧扣目标但不写出逐根指节的弯曲。,Single_Middle,10,97,0,250,117,250,250
把握目标物体并稳稳收紧，指尖姿态不作为重点描述。,Single_Middle,10,97,0,250,117,250,250
完成对目标的稳固抓取即可，强调抓取状态而非逐指动作分解。,Single_Middle,10,97,0,250,117,250,250
目标是确保对目标物体的牢固控制，拇指和中指保持夹紧，食指向上指向的姿态作为辅助信息。,Single_Middle,10,97,0,250,117,250,250
拇指侧摆到掌心中间，另外四指像盖子一样轻轻盖在拇指上。,Gesture_Fist,1,37,0,106,99,104,108
将拇指放置在掌心中央，其他四指轻轻覆在其上形成覆盖状态。,Gesture_Fist,1,37,0,106,99,104,108
拇指置于掌心正中，四指像盖子一样轻轻盖 over 拇指。,Gesture_Fist,1,37,0,106,99,104,108
让拇指安放在掌心中点，其余四指柔软地覆盖在上方。,Gesture_Fist,1,37,0,106,99,104,108
把拇指放在掌心的正中位置，其他四指像盖子一样轻轻覆盖。,Gesture_Fist,1,37,0,106,99,104,108
拇指处于掌心中央，四指从上方缓缓覆盖拇指表面。,Gesture_Fist,1,37,0,106,99,104,108
将拇指安放在掌心中央位置，四指顺势覆盖在其上，如同盖子。,Gesture_Fist,1,37,0,106,99,104,108
拇指放在掌心的正中，其他四指轻轻盖在拇指上面。,Gesture_Fist,1,37,0,106,99,104,108
把拇指安置在掌心中央，四指像盖子一样覆盖在其上。,Gesture_Fist,1,37,0,106,99,104,108
将拇指位于掌心中点，四指轻轻覆盖在拇指之上。,Gesture_Fist,1,37,0,106,99,104,108
让拇指居中于掌心，四指像盖子一样轻轻覆盖在其上方。,Gesture_Fist,1,37,0,106,99,104,108
模拟捏住一块薄薄的薯片，力度要非常轻。,Precision_Pinch_2,8,95,76,122,250,250,250
目标指向：轻轻捏住薄薯片的边缘，确保不破裂，保持完整状态。,Precision_Pinch_2,8,95,76,122,250,250,250
目标导向：抓取薄薯片的同时保持其平整，不压碎，也不滑落。,Precision_Pinch_2,8,95,76,122,250,250,250
目标导向：以最小压力稳稳抓取薄片表面，避免对边缘施力。,Precision_Pinch_2,8,95,76,122,250,250,250
目标导向：只需要微捏距离，确保薯片不弯曲、不破碎地被提起。,Precision_Pinch_2,8,95,76,122,250,250,250
动作分解：拇指与食指在薄薯片两侧轻触，其他指保持放松，避免夹压。,Precision_Pinch_2,8,95,76,122,250,250,250
动作分解：拇指指腹与食指指腹轻微触碰薄薯片，指间保持极小夹角，防止压痕。,Precision_Pinch_2,8,95,76,122,250,250,250
动作分解：食指、拇指轻微屈曲，其他三指自然伸展，形成极小的夹持面。,Precision_Pinch_2,8,95,76,122,250,250,250
动作分解：仅用指尖微张力接触薄薯片，避免关节大幅弯曲以免压伤。,Precision_Pinch_2,8,95,76,122,250,250,250
日常口语：就用指尖轻轻夹住那片薄薯片，别用力过大。,Precision_Pinch_2,8,95,76,122,250,250,250
日常口语：给薯片点小力就行，别挤坏了，稳稳捏着就好。,Precision_Pinch_2,8,95,76,122,250,250,250
大拇指和食指捏住一枚硬币的上下两面。,Precision_Pinch_2,8,95,76,124,250,250,250
目标指向：用大拇指和食指夹住硬币的上面和下面两面，保持稳固抓取。,Precision_Pinch_2,8,95,76,124,250,250,250
用拇指与食指夹住硬币的两侧边缘，使其两面紧贴，确保不掉落。,Precision_Pinch_2,8,95,76,124,250,250,250
 Focus on goal: 仅要求拇指和食指夹住硬币的上下两面，维持稳定姿态。,Precision_Pinch_2,8,95,76,124,250,250,250
将大拇指和食指弯曲并夹紧硬币的上下两面，确保硬币不/translating,Precision_Pinch_2,8,95,76,124,250,250,250
用拇指与食指夹住硬币的上底和下底，保持力矩平衡，防止滑动。,Precision_Pinch_2,8,95,76,124,250,250,250
Colloquial: 把拇指和食指卡在硬币上下两面，抓紧点，别让它掉。,Precision_Pinch_2,8,95,76,124,250,250,250
Metaphorical: 让拇指与食指像钳子一样把硬币的两面夹住，像把日月卡在掌心。,Precision_Pinch_2,8,95,76,124,250,250,250
Noisy: 现在就用大拇指和食指夹住硬币的上下两面，其他手指就放轻些，保持稳固就行。,Precision_Pinch_2,8,95,76,124,250,250,250
Kinematic: 大拇指关节弯曲，食指节位于硬币上下两面，形成夹持对，保持0度偏转。,Precision_Pinch_2,8,95,76,124,250,250,250
Colloquial: 就这么夹住硬币的上下两面，拇指和食指别松开，稳稳的就行。,Precision_Pinch_2,8,95,76,124,250,250,250
大拇指与食指分开两厘米的距离，准备捏起桌上的橡皮。,Precision_Pinch_2,8,118,76,144,250,250,250
目标是在不触碰其他物体的前提下，夹持桌面上的橡皮并保持稳定姿态。,Precision_Pinch_2,8,118,76,144,250,250,250
以拇指和食指分别弯曲成适度夹持的角度，确保能夹起桌上的橡皮。,Precision_Pinch_2,8,118,76,144,250,250,250
把拇指和食指朝橡皮方向靠拢，准备实现夹取动作。,Precision_Pinch_2,8,118,76,144,250,250,250
用拇指和食指的尖端轻轻夹住橡皮，保持握持就绪的状态。,Precision_Pinch_2,8,118,76,144,250,250,250
类似握笔的姿势，将橡皮夹紧于两指之间，待命捏起。,Precision_Pinch_2,8,118,76,144,250,250,250
用日常手指的对夹动作，完成对桌上橡皮的稳固抓取。,Precision_Pinch_2,8,118,76,144,250,250,250
让大拇指和食指像两根钝钉一样分开约两厘米，随后迅速收拢夹取橡皮。,Precision_Pinch_2,8,118,76,144,250,250,250
把拇指和食指保持适度张合，目标是把桌上的橡皮捏起并提升。,Precision_Pinch_2,8,118,76,144,250,250,250
用两指的尖端形成夹具状，准备将橡皮从桌面提起。,Precision_Pinch_2,8,118,76,144,250,250,250
像准备夹住小物件一样，将拇指和食指调整成能夹起橡皮的姿态，并保持稳定。,Precision_Pinch_2,8,118,76,144,250,250,250
五指张开并弯曲成圆弧状，准备抓起一个大苹果。,Power_Sphere,12,193,49,173,180,172,148
把目标物体抓起来的过程简化为先张开五指再向内收拢成圆弧，完成抓取。,Power_Sphere,12,193,49,173,180,172,148
专注于完成抓取大苹果的状态：五根手指展开并逐步形成圆弧以包裹对象。,Power_Sphere,12,193,49,173,180,172,148
让手指按顺序张开、再弯曲成圆弧，目标是稳定包裹并抓起苹果。,Power_Sphere,12,193,49,173,180,172,148
五指张开后按需求弯曲，呈现圆弧形以便对准并抓握苹果。,Power_Sphere,12,193,49,173,180,172,148
只要完成对苹果的抓取即可，不提具体指法，手指先张开再成圆弧准备抓取。,Power_Sphere,12,193,49,173,180,172,148
指尖张开成扇形状，然后逐步向内弯曲形成圆弧以便稳稳地夹持苹果。,Power_Sphere,12,193,49,173,180,172,148
为了抓取苹果，五指同时展开，然后通过弯曲成圆弧来适配物体轮廓。,Power_Sphere,12,193,49,173,180,172,148
手指从完全张开过渡到弯曲成圆弧，目标是围绕苹果形成包裹姿态。,Power_Sphere,12,193,49,173,180,172,148
以抓取为目的，五指先扩展再弯曲成圆弧，确保能托持并抬起苹果。,Power_Sphere,12,193,49,173,180,172,148
把手指展开成扇形后，轻微向内收拢成圆弧，准备稳稳地抓住苹果。,Power_Sphere,12,193,49,173,180,172,148
四指用力弯曲勾住，大拇指压紧，模拟握住自行车的车把手。,Power_Cylinder,4,48,159,45,48,46,39
目标是紧紧握住自行车的车把，确保车把不松动。,Power_Cylinder,4,48,159,45,48,46,39
用食指、中指、无名指和小指弯曲成力道抓握的姿态，大拇指向内压紧以固定车把。,Power_Cylinder,4,48,159,45,48,46,39
把车把握牢，四指卷曲成握力，拇指向掌心压紧以防滑。,Power_Cylinder,4,48,159,45,48,46,39
四根手指以力道弯曲并绕圈握住车把，拇指压向车把表面以提高摩擦。,Power_Cylinder,4,48,159,45,48,46,39
手部保持紧握状态，让车把被指尖的弯曲和拇指的压紧共同固定。,Power_Cylinder,4,48,159,45,48,46,39
把车把稳稳握住，四指全部弯曲，拇指向内按压以增强抓力。,Power_Cylinder,4,48,159,45,48,46,39
将手指弯成握拳样式，勾住车把，拇指用力压实，避免滑动。,Power_Cylinder,4,48,159,45,48,46,39
以指尖的弯曲形成扣握，拇指紧压车把以达到稳固抓持。,Power_Cylinder,4,48,159,45,48,46,39
用四指形成紧扣的握力，同时拇指向内紧压，模拟稳稳握住自行车把手的姿态。,Power_Cylinder,4,48,159,45,48,46,39
四指收紧成勾状，拇指压紧车把，确保在移动时车把不脱手。,Power_Cylinder,4,48,159,45,48,46,39
做出紧紧握住一根粗棍子的圆柱状抓握。,Power_Cylinder,4,138,111,89,98,96,97
目标是牢牢抓住这根粗棍子，确保棍子不滑动且保持稳定的姿态。,Power_Cylinder,4,138,111,89,98,96,97
目标是紧紧包裹棍子，使其在握持中不易脱落，保持稳定的圆柱形抓握。,Power_Cylinder,4,138,111,89,98,96,97
让拇指和四指环绕棍子，形成一个稳固的圆柱抓握，手腕保持自然受力。,Power_Cylinder,4,138,111,89,98,96,97
用拇指、食指、中指、无名指和小指环绕棍子，指间形成紧密的包覆。,Power_Cylinder,4,138,111,89,98,96,97
用日常动作描述：把棍子牢牢握紧，别让它滑出手掌。,Power_Cylinder,4,138,111,89,98,96,97
用力让所有手指弯曲并贴合棍子表面，以实现紧密的圆柱抓握。,Power_Cylinder,4,138,111,89,98,96,97
把棍子像抓住一根粗笔筒一样，五指紧贴棍子表面，形成完整的圆柱形包裹。,Power_Cylinder,4,138,111,89,98,96,97
将大拇指和四指的指端紧密压在棍子两侧，其余指节自然贴合，完成稳固的握持。,Power_Cylinder,4,138,111,89,98,96,97
五指成圆环紧贴棍子，掌心略向内收，形成稳定且紧密的圆柱握持。,Power_Cylinder,4,138,111,89,98,96,97
让手指和手掌包裹住棍子，棍子在掌心形成一个紧固的圆柱形抓握，防止滑动。,Power_Cylinder,4,138,111,89,98,96,97
手掌呈杯状，模拟手里正握着一个网球。,Power_Sphere,12,168,24,97,121,128,97
目标是完成抓握网球的姿态，保持网球在杯状手掌中的稳定状态。,Power_Sphere,12,168,24,97,121,128,97
将拇指、食指和中指以轻微弯曲包裹网球，其余指尖保持贴合杯形的姿态。,Power_Sphere,12,168,24,97,121,128,97
把手掌呈杯状，像托起一个小球一样，让网球位于掌心并略微向前顶。,Power_Sphere,12,168,24,97,121,128,97
网球被稳稳夹在掌心杯形中，拇指与食指形成一个小环，其余指支撑网球边缘。,Power_Sphere,12,168,24,97,121,128,97
用日常用语来描述：保持手掌杯状的姿势，网球保持在中间位置。,Power_Sphere,12,168,24,97,121,128,97
像在接球一样，前臂保持稳定，拇指和食指略微握紧，中指和无名指自然弯曲，，小指自然放松。,Power_Sphere,12,168,24,97,121,128,97
让手指依次自然弯曲，形成杯状容器，网球稳稳停留在掌心的中心位置。,Power_Sphere,12,168,24,97,121,128,97
把手指伸展到合适的角度，使掌心形成圆杯，网球就位于圆顶的中心。,Power_Sphere,12,168,24,97,121,128,97
如同托住一个小球的姿态，掌心向上微微张合，网球位于掌心正中。,Power_Sphere,12,168,24,97,121,128,97
手掌呈杯状，网球被温和地托住，拇指与中指近乎并拢，食指略微贴合网球表面。,Power_Sphere,12,168,24,97,121,128,97
四根手指弯成钩子状，大拇指贴在侧面，准备提一个重的塑料袋。,Power_Cylinder,4,89,144,90,91,100,107
把要提的重物先稳住，准备抓取即可。,Power_Cylinder,4,89,144,90,91,100,107
四根手指屈曲成钩形，大拇指贴在侧面，目标是把袋子提起。,Power_Cylinder,4,89,144,90,91,100,107
四根指头弯成钩状，拇指贴在一边，准备把塑料袋抬起来。,Power_Cylinder,4,89,144,90,91,100,107
用钩状的四指抓住袋子边缘，拇指紧贴侧面以稳固夹持。,Power_Cylinder,4,89,144,90,91,100,107
四指弯成钩，拇指贴在侧边，目标是让袋子顺利起提。,Power_Cylinder,4,89,144,90,91,100,107
让四根手指做钩状，拇指靠在侧面，准备把塑料袋往上提。,Power_Cylinder,4,89,144,90,91,100,107
把四根手指固定成钩形，拇指贴在侧面，专注于稳稳抬起袋子。,Power_Cylinder,4,89,144,90,91,100,107
四指呈钩形，拇指贴在一侧，目标是确保袋子能被稳妥提起。,Power_Cylinder,4,89,144,90,91,100,107
让四根手指像钩子一样弯曲，拇指贴在侧边，准备执起塑料袋。,Power_Cylinder,4,89,144,90,91,100,107
四指弯成钩状，拇指贴在侧面，目标是在不滑落的前提下提起袋子。,Power_Cylinder,4,89,144,90,91,100,107
模拟单手端着一杯水的姿态。,Power_Cylinder,4,201,242,112,124,124,116
目标是保持手部稳定，杯子里的水保持不洒出，杯子与杯口状态清晰即可。,Power_Cylinder,4,201,242,112,124,124,116
让拇指和食指微微捏合，其他三指自然放松，确保杯子稳稳地端着。,Power_Cylinder,4,201,242,112,124,124,116
把杯子端起，手指按顺序依次微曲，第一步是大拇指轻轻贴住杯柄，接着食指和中指配合。,Power_Cylinder,4,201,242,112,124,124,116
像握着一个小物体一样把杯子握紧，拇指与无名指稍微夹住杯柄，其他指头伸直但不紧绷。,Power_Cylinder,4,201,242,112,124,124,116
用日常姿势端起杯子，手腕保持自然，五指分布均匀，杯沿在视线高度。,Power_Cylinder,4,201,242,112,124,124,116
拇指稍微向内弯，食指和中指轻微屈曲，环指和小指自然支撑杯柄，使之稳定。,Power_Cylinder,4,201,242,112,124,124,116
把杯子提起来，指尖轻触杯柄下方，保持成自然的弧度，避免手指过度用力。,Power_Cylinder,4,201,242,112,124,124,116
像托着一杯水一样，掌心略向上，拇指与其他三指形成稳固的三点支撑，确保不洒。,Power_Cylinder,4,201,242,112,124,124,116
手掌呈拇食指夹持，其他指头伸展并略抬，维持杯子在掌心的平衡状态。,Power_Cylinder,4,201,242,112,124,124,116
端着杯子时，手背保持直线，拇指与食指贴合杯柄，其余指头自然贴合杯身以防滑。,Power_Cylinder,4,201,242,112,124,124,116
拇指张开，四指微曲，像抓着一个电脑鼠标。,Power_Sphere,12,81,155,250,250,250,210
任务目标是抓住一个鼠标，保持手掌放松并让四指微曲以稳定接触。,Power_Sphere,12,81,155,250,250,250,210
把大拇指张开，其他四根手指保持微弯，像在稳稳地托着一个鼠标。,Power_Sphere,12,81,155,250,250,250,210
稳稳地完成抓取动作，使大拇指张开，四指保持轻微弯曲以贴合鼠标轮廓。,Power_Sphere,12,81,155,250,250,250,210
让大拇指向外展开，四根手指微微屈曲，确保对鼠标的顺畅握持。,Power_Sphere,12,81,155,250,250,250,210
以抓取鼠标为目标，拇指张开，其他四指保持轻微弯曲以匹配形状。,Power_Sphere,12,81,155,250,250,250,210
只需让大拇指完全张开，四指保持微微弯曲状态，像在握住一个鼠标的边缘。,Power_Sphere,12,81,155,250,250,250,210
围绕抓取对象的状态来描述：拇指外展，四指保持轻微屈曲，以稳定接触鼠标。,Power_Sphere,12,81,155,250,250,250,210
拇指展开，其他四指呈微曲状，确保对鼠标的稳固支撑与控制。,Power_Sphere,12,81,155,250,250,250,210
以抓取并稳住鼠标为目标，拇指完全张开，四指略微弯曲以适应轮廓。,Power_Sphere,12,81,155,250,250,250,210
将拇指张开，四指保持适度弯曲，像是在掌中轻托一个电脑鼠标。,Power_Sphere,12,81,155,250,250,250,210
模拟抓住门把手准备往下压的姿势。,Power_Cylinder,4,86,113,65,73,72,80
目标是抓住门把手并准备向下压，保持物体状态稳定。,Power_Cylinder,4,86,113,65,73,72,80
我需要弯曲拇指、食指和中指，其他指头保持适度伸直，以稳固抓握并压下门把手。,Power_Cylinder,4,86,113,65,73,72,80
给我一个日常口语的版本：就那么抓住门把手，往下压就行，别想太多。能轻点用力就好。,Power_Cylinder,4,86,113,65,73,72,80
像握住门把手那样将手指紧扣，拇指到小指依次微屈，准备向下施力压下把手。,Power_Cylinder,4,86,113,65,73,72,80
把手掌张开但要锁定在门把手上，主要用拇指和食指形成夹持，其他指依次收紧以执行下压动作。请用拟人化的比喻来描述。,Power_Cylinder,4,86,113,65,73,72,80
在靠近门把手的位置，手指先自然弯曲，拇指、食指、中指成三点支撑，向下用力，门把手被压下。,Power_Cylinder,4,86,113,65,73,72,80
门把手被夹紧，四指保持轻微屈曲，拇指对门把手形成稳固的对握，目标是把门把手向下压动。,Power_Cylinder,4,86,113,65,73,72,80
我想要一个更自然的说法：就像要推门把手让它往下走，先让指关节微微弯曲，准备用力。,Power_Cylinder,4,86,113,65,73,72,80
环境描述多一些：靠近门，把手被牢牢抓住，手指逐步弯曲，向下压，感受把手的反馈。,Power_Cylinder,4,86,113,65,73,72,80
复杂但不失清晰：用拇指和食指形成夹持点，其余指尖微屈，整体姿态像是在执行一个向下的向心压把手动作。,Power_Cylinder,4,86,113,65,73,72,80
四根手指紧紧并拢并弯曲，像用手去舀水一样。,Power_Sphere,12,59,255,162,175,175,168
目标：将四根手指紧贴并向内弯曲，模仿用手去舀水的动作完成抓取任务。,Power_Sphere,12,59,255,162,175,175,168
将拇指外展，其余四指并拢并向内弯曲，呈舀水的握合姿态以拿取物体。,Power_Sphere,12,59,255,162,175,175,168
四根手指收拢并弯曲，像将水舀出一样完成对目标物体的抓取动作。,Power_Sphere,12,59,255,162,175,175,168
四指聚拢向内弯曲，执行仿舀水的握持，确保掌心朝向目标物。,Power_Sphere,12,59,255,162,175,175,168
用四指并拢并向内弯曲的姿态执行抓取，舀水般的握力感直到物体被握住。,Power_Sphere,12,59,255,162,175,175,168
把四根手指紧紧并拢并弯曲，像用手舀水一样去握住目标物。,Power_Sphere,12,59,255,162,175,175,168
四指并拢向内弯曲，模拟用手舀水的方式进行物体抓取。,Power_Sphere,12,59,255,162,175,175,168
将四指紧贴并向内屈曲，目标是实现仿舀水的握持并获取物体。,Power_Sphere,12,59,255,162,175,175,168
四指紧密并拢轻微弯曲，呈现舀水的动作路径以拾取目标。,Power_Sphere,12,59,255,162,175,175,168
四指并收并向内弯曲，模仿用手舀水的抓取方式去抓取目标物体。,Power_Sphere,12,59,255,162,175,175,168
把手圈成一个圆筒形，像握住一根手电筒。,Power_Cylinder,4,80,131,61,68,67,76
目标是把手圈成圆筒形，像握住一根手电筒，保持稳定姿态完成抓取。,Power_Cylinder,4,80,131,61,68,67,76
让拇指、食指和中指共同环绕成圆筒状，其余指稍微弯曲以包裹目标物体。,Power_Cylinder,4,80,131,61,68,67,76
用全掌形成筒状握持感，拇指与小指相对协作，仿佛紧握一支手电筒。,Power_Cylinder,4,80,131,61,68,67,76
形成圆筒形的握拳，拇指贴合掌背，其他四指自然弯曲贴合圆柱轮廓。,Power_Cylinder,4,80,131,61,68,67,76
将手指并拢并围成圆筒状，像稳稳握住一支手电筒进行移动。,Power_Cylinder,4,80,131,61,68,67,76
以拇指、食指和中指为主，环绕成圆筒，其他指自然贴合以保持抓紧。,Power_Cylinder,4,80,131,61,68,67,76
把手指排成筒状的环形抓握，像把手电筒稳稳捏在掌心。,Power_Cylinder,4,80,131,61,68,67,76
让五指围成圆筒形，拇指对指尖形成对称环，模拟握住手电筒的姿态。,Power_Cylinder,4,80,131,61,68,67,76
围绕成圆柱型的抓握形态，拇指与掌背相贴，其余指紧贴圆筒表面。,Power_Cylinder,4,80,131,61,68,67,76
通过指尖和掌部共同构成圆筒握持，确保像握住一支手电筒那样稳固。,Power_Cylinder,4,80,131,61,68,67,76
大拇指尽力往外张，四指微弯，模拟单手抓起一个大碗的边缘。,Power_Cylinder,4,91,119,121,105,93,69
目标是抓起一个大碗的边缘，完成抓取即可，不强调具体手指姿态。,Power_Cylinder,4,91,119,121,105,93,69
用拇指向外用力，其他四指微微弯曲，完成从边缘提起大碗的动作。,Power_Cylinder,4,91,119,121,105,93,69
把手指组合成抓取大碗边缘的姿势，让碗在手中稳稳被提起。,Power_Cylinder,4,91,119,121,105,93,69
拇指尽量外展，其他指头保持微弯，目标是能把大碗边缘抓起来。,Power_Cylinder,4,91,119,121,105,93,69
用力让拇指朝外张开，四指保持轻微弯曲，以便稳固抓取大碗边缘。,Power_Cylinder,4,91,119,121,105,93,69
大拇指向外拉开，其他四指略微弯曲，模拟抓起大碗边缘的动作。,Power_Cylinder,4,91,119,121,105,93,69
把拇指往外伸，剩下的四根手指微微弯曲，完成对大碗边缘的抓取。,Power_Cylinder,4,91,119,121,105,93,69
拇指向外扩展，其他指头保持轻微屈曲，目标是把大碗的边缘抓起并提起。,Power_Cylinder,4,91,119,121,105,93,69
手掌朝向碗的一侧，拇指大力外展，四指保持稍弯，以稳稳抓取碗边。,Power_Cylinder,4,91,119,121,105,93,69
让拇指尽量向外张开，其他四指呈现微弯，完成对大碗边缘的提起动作。,Power_Cylinder,4,91,119,121,105,93,69
手指呈半圆状，抓握住一个矿泉水瓶。,Power_Cylinder,4,148,67,121,118,126,133
目标是抓取并稳住矿泉水瓶，确保瓶口朝上，握力稳定。,Power_Cylinder,4,148,67,121,118,126,133
食指和中指微弯，无名指与小指保持轻微弯曲，同时拇指对瓶体施加稳固的握力以防滑。,Power_Cylinder,4,148,67,121,118,126,133
把水瓶抓稳，确保瓶身被三根手指包裹，拇指对着对侧以形成夹持。,Power_Cylinder,4,148,67,121,118,126,133
拇指与食指形成一个圆弧状的夹握，其余三指略微弯曲以包裹瓶身。,Power_Cylinder,4,148,67,121,118,126,133
把矿泉水瓶稳稳握住，确保半圆状的指尖贴合瓶侧，防止滑落。,Power_Cylinder,4,148,67,121,118,126,133
用拇指、食指和中指呈半圆状包裹瓶身，其他两指轻微屈曲以提供支撑。,Power_Cylinder,4,148,67,121,118,126,133
以半圆形的指尖弧度紧握瓶身，拇指与食指对面形成稳固夹持，保持直立姿态。,Power_Cylinder,4,148,67,121,118,126,133
让手指呈半圆抓握矿泉水瓶，拇指与无名指相对，中指参与支撑，保持稳定。,Power_Cylinder,4,148,67,121,118,126,133
把瓶子牢牢抓住，指尖弯曲呈半圆，拇指与食指在对侧形成紧密夹持。,Power_Cylinder,4,148,67,121,118,126,133
以半圆状指弧包覆瓶身，三指配合形成稳定抓握，同时确保手腕舒展,Power_Cylinder,4,148,67,121,118,126,133
模拟用力捏扁一个易拉罐的满手抓握。,Power_Cylinder,4,164,41,125,125,134,144
专注于完成抓取易拉罐的任务，不涉及具体手指名称，只描述抓握的物体状态。,Power_Cylinder,4,164,41,125,125,134,144
把手指的组合调整为能稳稳握住易拉罐的状态，使杯口和侧壁的受力均匀。,Power_Cylinder,4,164,41,125,125,134,144
用力将易拉罐挤压成扁平状，确保整只手都参与压缩动作以完成任务。,Power_Cylinder,4,164,41,125,125,134,144
用力捏扁易拉罐，保持手掌整体受力，指间张力以达到压缩目标。,Power_Cylinder,4,164,41,125,125,134,144
把易拉罐捏压到扁平，手的力量均匀传递到容器表面以实现变形。,Power_Cylinder,4,164,41,125,125,134,144
用手掌的力量把罐身压扁，确保抓握稳固并完成挤压动作。,Power_Cylinder,4,164,41,125,125,134,144
用普通的握拳动作对准易拉罐进行挤压，使罐身逐渐变薄并扁平。,Power_Cylinder,4,164,41,125,125,134,144
把罐子按压成扁平形状，整只手配合来实现均匀压缩的效果。,Power_Cylinder,4,164,41,125,125,134,144
以自然的施力方式将易拉罐压扁，手部肌肉群协同完成抓握与挤压。,Power_Cylinder,4,164,41,125,125,134,144
集中力量牢牢包裹住易拉罐，逐步压扁直至达到所需的变形程度。,Power_Cylinder,4,164,41,125,125,134,144
四根手指的指尖抵在掌根上，大拇指侧展，做半握拳状。,Gesture_Fist,1,51,172,0,0,0,0
目标是抓取小物体，需要将手指状态调整到稳定的半握姿态，确保物体受控。,Gesture_Fist,1,51,172,0,0,0,0
把食指、中指、无名指和小指的指尖抵在掌心边缘，拇指向外侧张开，形成半握态。,Gesture_Fist,1,51,172,0,0,0,0
四指指尖抵在掌根处，同时大拇指向外侧微张，保持半握握力。,Gesture_Fist,1,51,172,0,0,0,0
